cell,layer,datatype,area_um2,bbox_xmin_um,bbox_ymin_um,bbox_xmax_um,bbox_ymax_um
TOP_main_1,1,11,0.008352325880499833,3.604361,-1.128112,3.656987,-0.297614
TOP_main_1,1,11,0.0013781910299999996,3.645063,-0.297614,3.7724539999999998,-0.24015999999999998
TOP_main_1,1,11,0.010231296829499923,-1.513904,-6.0,-0.985,-5.421815
TOP_main_1,1,11,0.006192554971999924,-1.527644,-5.421815,-1.008008,-5.2575199999999995
TOP_main_1,1,11,0.0033959552740000414,-1.4463869999999999,-5.2575199999999995,-0.960428,-5.071644
TOP_main_1,1,11,0.005356729106500227,-1.527644,-5.071644,-1.025706,-4.887881999999999
TOP_main_1,1,11,0.006166488786999947,-1.48976,-4.887881999999999,-0.960428,-4.730929
TOP_main_1,1,11,0.006183751852499935,-1.526741,-4.730929,-0.967329,-4.583784
TOP_main_1,1,11,0.006182272709499894,-1.527644,-4.583784,-0.981308,-4.432652
TOP_main_1,1,11,0.006186187803999946,-1.470604,-4.432652,-0.960428,-4.262955
TOP_main_1,1,11,0.002504388313000091,-1.527644,-4.262955,-1.061562,-4.074121
TOP_main_1,1,11,0.006234428602500155,-1.468057,-4.074121,-0.960428,-3.8977239999999997
TOP_main_1,1,11,0.00618381548750006,-1.527644,-3.8977239999999997,-0.9879129999999999,-3.743832
TOP_main_1,1,11,0.005406505177499979,-1.524749,-3.743832,-1.163949,-3.42927
TOP_main_1,1,11,0.019763997634999683,-4.5,-4.505,-3.808471,-3.135319
TOP_main_1,1,11,0.006444338394000093,-3.808471,-3.669936,-3.646038,-3.122784
TOP_main_1,1,11,0.004089102996500013,-3.646038,-3.7170539999999996,-3.459049,-3.198485
TOP_main_1,1,11,0.00497151809600009,-3.459049,-3.6480509999999997,-3.274234,-3.122784
TOP_main_1,1,11,0.0064718272874999,-3.274234,-3.7170539999999996,-3.1125879999999997,-3.163789
TOP_main_1,1,11,0.006455051281000074,-3.1125879999999997,-3.7071069999999997,-2.964702,-3.1229419999999997
TOP_main_1,1,11,0.006453034262499929,-2.964702,-3.7005939999999997,-2.8151059999999997,-3.122784
TOP_main_1,1,11,0.006453904545000081,-2.8151059999999997,-3.7170539999999996,-2.649024,-3.1747579999999997
TOP_main_1,1,11,0.003263805354500029,-2.649024,-3.6329909999999996,-2.461044,-3.122784
TOP_main_1,1,11,0.0057926431464998766,-2.461044,-3.7170539999999996,-2.278437,-3.186638
TOP_main_1,1,11,0.006466413893999898,-2.278437,-3.681227,-2.119741,-3.122784
TOP_main_1,1,11,0.006454281411000132,-2.119741,-3.71615,-1.972596,-3.129685
TOP_main_1,1,11,0.007283610478499924,-1.972596,-3.7170539999999996,-1.571321,-3.178258
